Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g)
1677618661175323,-0.07281605249103551,6.713969634546402E-4,1.0175326161593041
1677618661191319,-0.07476920729381265,-5.493247882810692E-4,1.0175326161593041
1677618661207314,-0.07220569161516766,5.493247882810692E-4,1.016433966582742
1677618661223310,-0.07281605249103551,3.0518043793392735E-4,1.0159456778820477
1677618661239305,-0.07342641336690336,1.831082627603564E-4,1.0163118944075684
1677618661255301,-0.07489127946898622,-4.272526131074983E-4,1.0150911726558327
1677618661271296,-0.07403677424277122,-5.493247882810692E-4,1.0185091935606927
1677618661287292,-0.07354848554207694,5.493247882810692E-4,1.0158236057068741
1677618661303287,-0.07306019684138265,9.15541313801782E-4,1.015579461356527
1677618661319283,-0.07220569161516766,9.15541313801782E-4,1.017288471808957
1677618661335278,-0.07293812466620908,7.934691386282111E-4,1.0170443274586098
1677618661351274,-0.07354848554207694,0.001159685664148924,1.0146028839551384
1677618661367269,-0.07391470206759765,7.934691386282111E-4,1.0149691004806591
1677618661383265,-0.07354848554207694,0.001037613488975353,1.0192416266117341
1677618661399260,-0.07440299076829193,0.001037613488975353,1.0163118944075684
1677618661415256,-0.07403677424277122,0.0014038300144960658,1.0174105439841306
1677618661431251,-0.07391470206759765,0.0014038300144960658,1.0186312657358663
1677618661447247,-0.0733043411917298,-5.493247882810692E-4,1.016433966582742
1677618661463242,-0.07220569161516766,0.0017700465400167786,1.0158236057068741
1677618661479238,-0.07318226901655622,0.0014038300144960658,1.0161898222323948
1677618661495239,-0.07318226901655622,9.15541313801782E-4,1.018142977035172
1677618661511234,-0.07379262989242408,4.272526131074983E-4,1.018142977035172
1677618661527230,-0.0753795681696805,7.934691386282111E-4,1.0176546883344777
1677618661543225,-0.0736705577172505,-6.103608758678547E-5,1.0148470283054856
1677618661559221,-0.0733043411917298,-6.103608758678547E-5,1.0153353170061798
1677618661575216,-0.07415884641794479,0.0012817578393224949,1.0169222552834363
1677618661591212,-0.07354848554207694,4.272526131074983E-4,1.015579461356527
1677618661607207,-0.07306019684138265,4.272526131074983E-4,1.0187533379110398
1677618661623203,-0.07306019684138265,0.0020141908903639205,1.0159456778820477
1677618661639198,-0.07476920729381265,0.0018921187151903496,1.0159456778820477
1677618661655194,-0.07415884641794479,0.001037613488975353,1.0161898222323948
1677618661671189,-0.07379262989242408,1.831082627603564E-4,1.0180209048599984
1677618661687185,-0.07257190814068837,-3.0518043793392735E-4,1.0158236057068741
1677618661703180,-0.07257190814068837,0.0018921187151903496,1.0171663996337834
1677618661719176,-0.07379262989242408,0.0020141908903639205,1.0175326161593041
1677618661735171,-0.07281605249103551,0.0016479743648432077,1.0175326161593041
1677618661751167,-0.07403677424277122,-6.103608758678547E-5,1.0188754100862134
1677618661767162,-0.07269398031586194,5.493247882810692E-4,1.0161898222323948
1677618661783158,-0.07464713511863907,7.934691386282111E-4,1.0202182040131227
1677618661799153,-0.0733043411917298,1.831082627603564E-4,1.0182650492103456
1677618661815094,-0.07257190814068837,-9.15541313801782E-4,1.0203402761882963
1677618661831089,-0.07403677424277122,-5.493247882810692E-4,1.0175326161593041
1677618661847085,-0.07501335164415979,4.272526131074983E-4,1.0197299153124284
1677618661863080,-0.0745250629434655,7.934691386282111E-4,1.0175326161593041
1677618661879076,-0.07379262989242408,5.493247882810692E-4,1.0180209048599984
1677618661895071,-0.07183947508964694,-4.272526131074983E-4,1.018997482261387
1677618661911067,-0.07269398031586194,0.0012817578393224949,1.0176546883344777
1677618661927062,-0.07428091859311836,7.934691386282111E-4,1.017288471808957
1677618661943058,-0.07428091859311836,7.934691386282111E-4,1.0178988326848248
1677618661959053,-0.07318226901655622,7.934691386282111E-4,1.018997482261387
1677618661975049,-0.07196154726482051,-5.493247882810692E-4,1.0193636987869077
1677618661991044,-0.07318226901655622,6.713969634546402E-4,1.0178988326848248
1677618662007040,-0.0736705577172505,-1.831082627603564E-4,1.0153353170061798
1677618662023035,-0.07293812466620908,0.0016479743648432077,1.0169222552834363
1677618662039031,-0.07306019684138265,6.103608758678547E-5,1.0180209048599984
1677618662055026,-0.07440299076829193,0.001037613488975353,1.0177767605096513
1677618662071022,-0.07232776379034123,-6.103608758678547E-5,1.017288471808957
1677618662087017,-0.07391470206759765,1.831082627603564E-4,1.0186312657358663
1677618662103013,-0.07391470206759765,9.15541313801782E-4,1.0188754100862134
1677618662119008,-0.07232776379034123,0.0017700465400167786,1.0165560387579156
1677618662134704,-0.0733043411917298,0.001159685664148924,1.0159456778820477
1677618662150698,-0.07281605249103551,0.001159685664148924,1.013015945677882
1677618662166692,-0.07306019684138265,0.001159685664148924,1.0163118944075684
1677618662182686,-0.07428091859311836,3.0518043793392735E-4,1.017288471808957
1677618662198681,-0.07428091859311836,0.0016479743648432077,1.0176546883344777
1677618662214675,-0.07391470206759765,0.0012817578393224949,1.0174105439841306
1677618662230669,-0.07440299076829193,1.831082627603564E-4,1.0174105439841306
1677618662246663,-0.0724498359655148,5.493247882810692E-4,1.0188754100862134
1677618662262657,-0.07379262989242408,0.0025024795910582043,1.017288471808957
1677618662278651,-0.07403677424277122,0.001037613488975353,1.0177767605096513
1677618662294645,-0.07476920729381265,1.831082627603564E-4,1.0171663996337834
1677618662310639,-0.07440299076829193,0.0017700465400167786,1.0183871213855191
1677618662326633,-0.07464713511863907,0.0014038300144960658,1.0182650492103456
1677618662342627,-0.07501335164415979,0.001037613488975353,1.0158236057068741
1677618662358621,-0.07489127946898622,-4.272526131074983E-4,1.0158236057068741
1677618662374615,-0.07354848554207694,9.15541313801782E-4,1.0191195544365605
1677618662390609,-0.07318226901655622,3.0518043793392735E-4,1.0159456778820477
1677618662406603,-0.07318226901655622,-4.272526131074983E-4,1.0153353170061798
1677618662422598,-0.07440299076829193,-0.001037613488975353,1.0166781109330891
1677618662438592,-0.07464713511863907,1.831082627603564E-4,1.0163118944075684
1677618662454284,-0.0736705577172505,9.15541313801782E-4,1.018142977035172
1677618662470277,-0.07403677424277122,4.272526131074983E-4,1.018997482261387
1677618662486270,-0.07440299076829193,6.103608758678547E-5,1.0185091935606927
1677618662502262,-0.07501335164415979,0.0017700465400167786,1.0204623483634698
1677618662518255,-0.0724498359655148,0.0026245517662317752,1.0152132448310063
1677618662534248,-0.07428091859311836,6.713969634546402E-4,1.018142977035172
1677618662550240,-0.07342641336690336,0.001037613488975353,1.0171663996337834
1677618662566233,-0.07476920729381265,9.15541313801782E-4,1.0193636987869077
1677618662582225,-0.0733043411917298,5.493247882810692E-4,1.0182650492103456
1677618662598218,-0.07354848554207694,-3.0518043793392735E-4,1.0149691004806591
1677618662614211,-0.0736705577172505,6.103608758678547E-5,1.0182650492103456
1677618662630203,-0.07550164034485407,6.713969634546402E-4,1.018142977035172
1677618662646196,-0.07379262989242408,5.493247882810692E-4,1.0178988326848248
1677618662662189,-0.07354848554207694,-7.934691386282111E-4,1.018142977035172
1677618662678181,-0.07403677424277122,3.0518043793392735E-4,1.0168001831082627
1677618662694174,-0.07550164034485407,0.0015259021896696368,1.0175326161593041
1677618662710167,-0.07428091859311836,6.713969634546402E-4,1.0176546883344777
1677618662726159,-0.07379262989242408,4.272526131074983E-4,1.0203402761882963
1677618662742152,-0.0724498359655148,7.934691386282111E-4,1.0176546883344777
1677618662758144,-0.0733043411917298,5.493247882810692E-4,1.0177767605096513
1677618662773895,-0.07415884641794479,5.493247882810692E-4,1.0169222552834363
1677618662789887,-0.07476920729381265,9.15541313801782E-4,1.0174105439841306
1677618662805878,-0.07257190814068837,0.0017700465400167786,1.0170443274586098
1677618662821870,-0.07403677424277122,6.713969634546402E-4,1.0177767605096513
1677618662837862,-0.07354848554207694,1.831082627603564E-4,1.0177767605096513
1677618662853853,-0.0736705577172505,0.0015259021896696368,1.0187533379110398
1677618662869845,-0.0745250629434655,1.831082627603564E-4,1.0194857709620813
1677618662885837,-0.07342641336690336,0.0015259021896696368,1.0192416266117341
1677618662901828,-0.07428091859311836,7.934691386282111E-4,1.0202182040131227
1677618662917820,-0.0733043411917298,0.0018921187151903496,1.0191195544365605
1677618662933812,-0.07379262989242408,0.0014038300144960658,1.014724956130312
1677618662949803,-0.07354848554207694,0.0015259021896696368,1.0191195544365605
1677618662965795,-0.0733043411917298,0.0012817578393224949,1.0188754100862134
